nodeId,entityId,fieldName,value,missingnessType,temporalScope,canonicalizedAt
node:qb:kordell-stewart,nfl:2001:qb:kordell-stewart,passingYards,3109,,2001-regular-season,2026-09-03T23:51:19.853Z
node:qb:kordell-stewart,nfl:2001:qb:kordell-stewart,passingTouchdowns,14,,2001-regular-season,2026-09-03T23:51:19.904Z
node:qb:kordell-stewart,nfl:2001:qb:kordell-stewart,interceptions,11,,2001-regular-season,2026-09-03T23:51:19.949Z
node:qb:kurt-warner,nfl:2001:qb:kurt-warner,gamesPlayed,16,,2001-regular-season,2026-09-03T23:51:19.996Z
node:qb:kurt-warner,nfl:2001:qb:kurt-warner,gamesStarted,16,,2001-regular-season,2026-09-03T23:51:20.042Z
node:qb:kurt-warner,nfl:2001:qb:kurt-warner,passCompletions,375,,2001-regular-season,2026-09-03T23:51:20.086Z
node:qb:kurt-warner,nfl:2001:qb:kurt-warner,passAttempts,546,,2001-regular-season,2026-09-03T23:51:20.133Z
node:qb:kurt-warner,nfl:2001:qb:kurt-warner,passingYards,4830,,2001-regular-season,2026-09-03T23:51:20.177Z
node:qb:kurt-warner,nfl:2001:qb:kurt-warner,passingTouchdowns,36,,2001-regular-season,2026-09-03T23:51:20.220Z
node:qb:kurt-warner,nfl:2001:qb:kurt-warner,interceptions,22,,2001-regular-season,2026-09-03T23:51:20.269Z
node:qb:jeff-garcia,nfl:2001:qb:jeff-garcia,gamesPlayed,16,,2001-regular-season,2026-09-03T23:51:20.315Z
node:qb:jeff-garcia,nfl:2001:qb:jeff-garcia,gamesStarted,16,,2001-regular-season,2026-09-03T23:51:20.366Z
node:qb:jeff-garcia,nfl:2001:qb:jeff-garcia,passCompletions,316,,2001-regular-season,2026-09-03T23:51:20.409Z
node:qb:jeff-garcia,nfl:2001:qb:jeff-garcia,passAttempts,504,,2001-regular-season,2026-09-03T23:51:20.453Z
node:qb:jeff-garcia,nfl:2001:qb:jeff-garcia,passingYards,3538,,2001-regular-season,2026-09-03T23:51:20.501Z
node:qb:jeff-garcia,nfl:2001:qb:jeff-garcia,passingTouchdowns,32,,2001-regular-season,2026-09-03T23:51:20.545Z
node:qb:jeff-garcia,nfl:2001:qb:jeff-garcia,interceptions,12,,2001-regular-season,2026-09-03T23:51:20.591Z
node:qb:donovan-mcnabb,nfl:2001:qb:donovan-mcnabb,gamesPlayed,16,,2001-regular-season,2026-09-03T23:51:20.641Z
node:qb:donovan-mcnabb,nfl:2001:qb:donovan-mcnabb,gamesStarted,16,,2001-regular-season,2026-09-03T23:51:20.685Z
node:qb:donovan-mcnabb,nfl:2001:qb:donovan-mcnabb,passCompletions,285,,2001-regular-season,2026-09-03T23:51:20.734Z
node:qb:donovan-mcnabb,nfl:2001:qb:donovan-mcnabb,passAttempts,493,,2001-regular-season,2026-09-03T23:51:20.779Z
node:qb:donovan-mcnabb,nfl:2001:qb:donovan-mcnabb,passingYards,3233,,2001-regular-season,2026-09-03T23:51:20.829Z
node:qb:donovan-mcnabb,nfl:2001:qb:donovan-mcnabb,passingTouchdowns,25,,2001-regular-season,2026-09-03T23:51:20.875Z
node:qb:donovan-mcnabb,nfl:2001:qb:donovan-mcnabb,interceptions,12,,2001-regular-season,2026-09-03T23:51:20.919Z
node:qb:brett-favre,nfl:2001:qb:brett-favre,gamesPlayed,16,,2001-regular-season,2026-09-03T23:51:20.971Z
node:qb:brett-favre,nfl:2001:qb:brett-favre,gamesStarted,16,,2001-regular-season,2026-09-03T23:51:21.016Z
node:qb:brett-favre,nfl:2001:qb:brett-favre,passCompletions,314,,2001-regular-season,2026-09-03T23:51:21.068Z
node:qb:brett-favre,nfl:2001:qb:brett-favre,passAttempts,510,,2001-regular-season,2026-09-03T23:51:21.113Z
node:qb:brett-favre,nfl:2001:qb:brett-favre,passingYards,3921,,2001-regular-season,2026-09-03T23:51:21.162Z
node:qb:brett-favre,nfl:2001:qb:brett-favre,passingTouchdowns,32,,2001-regular-season,2026-09-03T23:51:21.211Z
node:qb:brett-favre,nfl:2001:qb:brett-favre,interceptions,15,,2001-regular-season,2026-09-03T23:51:21.262Z
node:rb:curtis-martin,nfl:2001:rb:curtis-martin,gamesPlayed,16,,2001-regular-season,2026-09-03T23:51:21.316Z
node:rb:curtis-martin,nfl:2001:rb:curtis-martin,gamesStarted,16,,2001-regular-season,2026-09-03T23:51:21.366Z
node:rb:curtis-martin,nfl:2001:rb:curtis-martin,rushingAttempts,333,,2001-regular-season,2026-09-03T23:51:21.419Z
node:rb:curtis-martin,nfl:2001:rb:curtis-martin,rushingYards,1513,,2001-regular-season,2026-09-03T23:51:21.464Z
node:rb:curtis-martin,nfl:2001:rb:curtis-martin,rushingTouchdowns,10,,2001-regular-season,2026-09-03T23:51:21.513Z
node:rb:curtis-martin,nfl:2001:rb:curtis-martin,receptions,53,,2001-regular-season,2026-09-03T23:51:21.562Z
node:rb:curtis-martin,nfl:2001:rb:curtis-martin,receivingYards,320,,2001-regular-season,2026-09-03T23:51:21.611Z
node:rb:curtis-martin,nfl:2001:rb:curtis-martin,receivingTouchdowns,0,,2001-regular-season,2026-09-03T23:51:21.666Z
node:rb:priest-holmes,nfl:2001:rb:priest-holmes,gamesPlayed,16,,2001-regular-season,2026-09-03T23:51:21.714Z
node:rb:priest-holmes,nfl:2001:rb:priest-holmes,gamesStarted,16,,2001-regular-season,2026-09-03T23:51:21.763Z
node:rb:priest-holmes,nfl:2001:rb:priest-holmes,rushingAttempts,327,,2001-regular-season,2026-09-03T23:51:21.813Z
node:rb:priest-holmes,nfl:2001:rb:priest-holmes,rushingYards,1555,,2001-regular-season,2026-09-03T23:51:21.861Z
node:rb:priest-holmes,nfl:2001:rb:priest-holmes,rushingTouchdowns,8,,2001-regular-season,2026-09-03T23:51:21.913Z
node:rb:priest-holmes,nfl:2001:rb:priest-holmes,receptions,62,,2001-regular-season,2026-09-03T23:51:21.960Z
node:rb:priest-holmes,nfl:2001:rb:priest-holmes,receivingYards,614,,2001-regular-season,2026-09-03T23:51:22.014Z
node:rb:priest-holmes,nfl:2001:rb:priest-holmes,receivingTouchdowns,2,,2001-regular-season,2026-09-03T23:51:22.062Z
node:rb:jerome-bettis,nfl:2001:rb:jerome-bettis,gamesPlayed,11,,2001-regular-season,2026-09-03T23:51:22.119Z
node:rb:jerome-bettis,nfl:2001:rb:jerome-bettis,gamesStarted,11,,2001-regular-season,2026-09-03T23:51:22.168Z
node:rb:jerome-bettis,nfl:2001:rb:jerome-bettis,rushingAttempts,225,,2001-regular-season,2026-09-03T23:51:22.217Z
node:rb:jerome-bettis,nfl:2001:rb:jerome-bettis,rushingYards,1072,,2001-regular-season,2026-09-03T23:51:22.267Z
node:rb:jerome-bettis,nfl:2001:rb:jerome-bettis,rushingTouchdowns,4,,2001-regular-season,2026-09-03T23:51:22.313Z
node:rb:jerome-bettis,nfl:2001:rb:jerome-bettis,receptions,8,,2001-regular-season,2026-09-03T23:51:22.366Z
node:rb:jerome-bettis,nfl:2001:rb:jerome-bettis,receivingYards,48,,2001-regular-season,2026-09-03T23:51:22.413Z
node:rb:jerome-bettis,nfl:2001:rb:jerome-bettis,receivingTouchdowns,0,,2001-regular-season,2026-09-03T23:51:22.466Z
node:rb:corey-dillon,nfl:2001:rb:corey-dillon,gamesPlayed,16,,2001-regular-season,2026-09-03T23:51:22.517Z
node:rb:corey-dillon,nfl:2001:rb:corey-dillon,rushingAttempts,340,,2001-regular-season,2026-09-03T23:51:22.566Z
node:rb:corey-dillon,nfl:2001:rb:corey-dillon,rushingYards,1315,,2001-regular-season,2026-09-03T23:51:22.617Z
node:rb:corey-dillon,nfl:2001:rb:corey-dillon,rushingTouchdowns,10,,2001-regular-season,2026-09-03T23:51:22.664Z
node:rb:corey-dillon,nfl:2001:rb:corey-dillon,receptions,34,,2001-regular-season,2026-09-03T23:51:22.716Z
node:rb:corey-dillon,nfl:2001:rb:corey-dillon,receivingYards,228,,2001-regular-season,2026-09-03T23:51:22.763Z
node:rb:corey-dillon,nfl:2001:rb:corey-dillon,receivingTouchdowns,3,,2001-regular-season,2026-09-03T23:51:22.815Z
node:rb:corey-dillon,nfl:2001:rb:corey-dillon,gamesStarted,,NOT_PUBLICLY_AVAILABLE,,2026-09-03T23:48:38.675Z
node:rb:marshall-faulk,nfl:2001:rb:marshall-faulk,gamesPlayed,14,,2001-regular-season,2026-09-03T23:51:22.866Z
node:rb:marshall-faulk,nfl:2001:rb:marshall-faulk,gamesStarted,14,,2001-regular-season,2026-09-03T23:51:22.919Z
node:rb:marshall-faulk,nfl:2001:rb:marshall-faulk,rushingAttempts,260,,2001-regular-season,2026-09-03T23:51:22.969Z
node:rb:marshall-faulk,nfl:2001:rb:marshall-faulk,rushingYards,1382,,2001-regular-season,2026-09-03T23:51:23.022Z
node:rb:marshall-faulk,nfl:2001:rb:marshall-faulk,rushingTouchdowns,12,,2001-regular-season,2026-09-03T23:51:23.073Z
node:rb:marshall-faulk,nfl:2001:rb:marshall-faulk,receptions,83,,2001-regular-season,2026-09-03T23:51:23.125Z
node:rb:marshall-faulk,nfl:2001:rb:marshall-faulk,receivingYards,765,,2001-regular-season,2026-09-03T23:51:23.181Z
node:rb:marshall-faulk,nfl:2001:rb:marshall-faulk,receivingTouchdowns,9,,2001-regular-season,2026-09-03T23:51:23.233Z
node:rb:ahman-green,nfl:2001:rb:ahman-green,gamesPlayed,16,,2001-regular-season,2026-09-03T23:51:23.291Z
node:rb:ahman-green,nfl:2001:rb:ahman-green,rushingAttempts,304,,2001-regular-season,2026-09-03T23:51:23.344Z
node:rb:ahman-green,nfl:2001:rb:ahman-green,rushingYards,1387,,2001-regular-season,2026-09-03T23:51:23.396Z
node:rb:ahman-green,nfl:2001:rb:ahman-green,rushingTouchdowns,9,,2001-regular-season,2026-09-03T23:51:23.443Z
node:rb:ahman-green,nfl:2001:rb:ahman-green,receptions,62,,2001-regular-season,2026-09-03T23:51:23.493Z
node:rb:ahman-green,nfl:2001:rb:ahman-green,receivingYards,594,,2001-regular-season,2026-09-03T23:51:23.539Z
node:rb:ahman-green,nfl:2001:rb:ahman-green,receivingTouchdowns,2,,2001-regular-season,2026-09-03T23:51:23.587Z
node:rb:ahman-green,nfl:2001:rb:ahman-green,gamesStarted,,NOT_PUBLICLY_AVAILABLE,,2026-09-03T23:48:38.715Z
node:rb:garrison-hearst,nfl:2001:rb:garrison-hearst,gamesPlayed,16,,2001-regular-season,2026-09-03T23:51:23.640Z
node:rb:garrison-hearst,nfl:2001:rb:garrison-hearst,rushingAttempts,252,,2001-regular-season,2026-09-03T23:51:23.686Z
node:rb:garrison-hearst,nfl:2001:rb:garrison-hearst,rushingYards,1206,,2001-regular-season,2026-09-03T23:51:23.736Z
node:rb:garrison-hearst,nfl:2001:rb:garrison-hearst,rushingTouchdowns,4,,2001-regular-season,2026-09-03T23:51:23.782Z
node:rb:garrison-hearst,nfl:2001:rb:garrison-hearst,receptions,41,,2001-regular-season,2026-09-03T23:51:23.832Z
node:rb:garrison-hearst,nfl:2001:rb:garrison-hearst,receivingYards,347,,2001-regular-season,2026-09-03T23:51:23.883Z
node:rb:garrison-hearst,nfl:2001:rb:garrison-hearst,receivingTouchdowns,1,,2001-regular-season,2026-09-03T23:51:23.934Z
node:rb:garrison-hearst,nfl:2001:rb:garrison-hearst,gamesStarted,,NOT_PUBLICLY_AVAILABLE,,2026-09-03T23:48:38.736Z
node:wr:marvin-harrison,nfl:2001:wr:marvin-harrison,gamesPlayed,16,,2001-regular-season,2026-09-03T23:51:23.991Z
node:wr:marvin-harrison,nfl:2001:wr:marvin-harrison,gamesStarted,16,,2001-regular-season,2026-09-03T23:51:24.044Z
node:wr:marvin-harrison,nfl:2001:wr:marvin-harrison,receptions,109,,2001-regular-season,2026-09-03T23:51:24.095Z
node:wr:marvin-harrison,nfl:2001:wr:marvin-harrison,receivingYards,1524,,2001-regular-season,2026-09-03T23:51:24.149Z
node:wr:marvin-harrison,nfl:2001:wr:marvin-harrison,receivingTouchdowns,15,,2001-regular-season,2026-09-03T23:51:24.198Z
node:wr:rod-smith,nfl:2001:wr:rod-smith,gamesPlayed,15,,2001-regular-season,2026-09-03T23:51:24.254Z
node:wr:rod-smith,nfl:2001:wr:rod-smith,gamesStarted,14,,2001-regular-season,2026-09-03T23:51:24.301Z
node:wr:rod-smith,nfl:2001:wr:rod-smith,receptions,113,,2001-regular-season,2026-09-03T23:51:24.353Z
node:wr:rod-smith,nfl:2001:wr:rod-smith,receivingYards,1343,,2001-regular-season,2026-09-03T23:51:24.402Z
node:wr:rod-smith,nfl:2001:wr:rod-smith,receivingTouchdowns,11,,2001-regular-season,2026-09-03T23:51:24.450Z
node:wr:tim-brown,nfl:2001:wr:tim-brown,gamesPlayed,16,,2001-regular-season,2026-09-03T23:51:24.505Z
node:wr:tim-brown,nfl:2001:wr:tim-brown,gamesStarted,16,,2001-regular-season,2026-09-03T23:51:24.553Z
node:wr:tim-brown,nfl:2001:wr:tim-brown,receptions,91,,2001-regular-season,2026-09-03T23:51:24.605Z
node:wr:tim-brown,nfl:2001:wr:tim-brown,receivingYards,1165,,2001-regular-season,2026-09-03T23:51:24.653Z
node:wr:tim-brown,nfl:2001:wr:tim-brown,receivingTouchdowns,9,,2001-regular-season,2026-09-03T23:51:24.705Z
node:wr:jimmy-smith,nfl:2001:wr:jimmy-smith,gamesPlayed,16,,2001-regular-season,2026-09-03T23:51:24.757Z
node:wr:jimmy-smith,nfl:2001:wr:jimmy-smith,gamesStarted,16,,2001-regular-season,2026-09-03T23:51:24.808Z
node:wr:jimmy-smith,nfl:2001:wr:jimmy-smith,receptions,112,,2001-regular-season,2026-09-03T23:51:24.859Z
node:wr:jimmy-smith,nfl:2001:wr:jimmy-smith,receivingYards,1373,,2001-regular-season,2026-09-03T23:51:24.913Z
node:wr:jimmy-smith,nfl:2001:wr:jimmy-smith,receivingTouchdowns,8,,2001-regular-season,2026-09-03T23:51:24.963Z
node:wr:troy-brown,nfl:2001:wr:troy-brown,gamesPlayed,16,,2001-regular-season,2026-09-03T23:51:25.024Z
node:wr:troy-brown,nfl:2001:wr:troy-brown,gamesStarted,13,,2001-regular-season,2026-09-03T23:51:25.076Z
node:wr:troy-brown,nfl:2001:wr:troy-brown,receptions,101,,2001-regular-season,2026-09-03T23:51:25.130Z
node:wr:troy-brown,nfl:2001:wr:troy-brown,receivingYards,1199,,2001-regular-season,2026-09-03T23:51:25.180Z
node:wr:troy-brown,nfl:2001:wr:troy-brown,receivingTouchdowns,5,,2001-regular-season,2026-09-03T23:51:25.233Z
node:wr:hines-ward,nfl:2001:wr:hines-ward,gamesPlayed,16,,2001-regular-season,2026-09-03T23:51:25.287Z
node:wr:hines-ward,nfl:2001:wr:hines-ward,gamesStarted,16,,2001-regular-season,2026-09-03T23:51:25.341Z
node:wr:hines-ward,nfl:2001:wr:hines-ward,receptions,94,,2001-regular-season,2026-09-03T23:51:25.390Z
node:wr:hines-ward,nfl:2001:wr:hines-ward,receivingYards,1003,,2001-regular-season,2026-09-03T23:51:25.442Z
node:wr:hines-ward,nfl:2001:wr:hines-ward,receivingTouchdowns,4,,2001-regular-season,2026-09-03T23:51:25.492Z
node:wr:david-boston,nfl:2001:wr:david-boston,gamesPlayed,16,,2001-regular-season,2026-09-03T23:51:25.549Z
node:wr:david-boston,nfl:2001:wr:david-boston,gamesStarted,15,,2001-regular-season,2026-09-03T23:51:25.602Z
node:wr:david-boston,nfl:2001:wr:david-boston,receptions,98,,2001-regular-season,2026-09-03T23:51:25.656Z
node:wr:david-boston,nfl:2001:wr:david-boston,receivingYards,1598,,2001-regular-season,2026-09-03T23:51:25.707Z
node:wr:david-boston,nfl:2001:wr:david-boston,receivingTouchdowns,8,,2001-regular-season,2026-09-03T23:51:25.761Z
node:wr:terrell-owens,nfl:2001:wr:terrell-owens,gamesPlayed,16,,2001-regular-season,2026-09-03T23:51:25.815Z
node:wr:terrell-owens,nfl:2001:wr:terrell-owens,gamesStarted,16,,2001-regular-season,2026-09-03T23:51:25.870Z
node:wr:terrell-owens,nfl:2001:wr:terrell-owens,receptions,93,,2001-regular-season,2026-09-03T23:51:25.921Z
node:wr:terrell-owens,nfl:2001:wr:terrell-owens,receivingYards,1412,,2001-regular-season,2026-09-03T23:51:25.977Z
node:wr:terrell-owens,nfl:2001:wr:terrell-owens,receivingTouchdowns,16,,2001-regular-season,2026-09-03T23:51:26.031Z
node:wr:keyshawn-johnson,nfl:2001:wr:keyshawn-johnson,gamesPlayed,15,,2001-regular-season,2026-09-03T23:51:26.090Z
node:wr:keyshawn-johnson,nfl:2001:wr:keyshawn-johnson,receptions,106,,2001-regular-season,2026-09-03T23:51:26.141Z
node:wr:keyshawn-johnson,nfl:2001:wr:keyshawn-johnson,receivingYards,1266,,2001-regular-season,2026-09-03T23:51:26.196Z
node:wr:keyshawn-johnson,nfl:2001:wr:keyshawn-johnson,receivingTouchdowns,1,,2001-regular-season,2026-09-03T23:51:26.247Z
node:wr:keyshawn-johnson,nfl:2001:wr:keyshawn-johnson,gamesStarted,,NOT_PUBLICLY_AVAILABLE,,2026-09-03T23:48:38.940Z
node:wr:isaac-bruce,nfl:2001:wr:isaac-bruce,gamesPlayed,16,,2001-regular-season,2026-09-03T23:51:26.305Z
node:wr:isaac-bruce,nfl:2001:wr:isaac-bruce,gamesStarted,16,,2001-regular-season,2026-09-03T23:51:26.357Z
node:wr:isaac-bruce,nfl:2001:wr:isaac-bruce,receptions,64,,2001-regular-season,2026-09-03T23:51:26.411Z
node:wr:isaac-bruce,nfl:2001:wr:isaac-bruce,receivingYards,1106,,2001-regular-season,2026-09-03T23:51:26.463Z
node:wr:isaac-bruce,nfl:2001:wr:isaac-bruce,receivingTouchdowns,6,,2001-regular-season,2026-09-03T23:51:26.517Z
node:wr:joe-horn,nfl:2001:wr:joe-horn,gamesPlayed,16,,2001-regular-season,2026-09-03T23:51:26.576Z
node:wr:joe-horn,nfl:2001:wr:joe-horn,gamesStarted,16,,2001-regular-season,2026-09-03T23:51:26.628Z
node:wr:joe-horn,nfl:2001:wr:joe-horn,receptions,83,,2001-regular-season,2026-09-03T23:51:26.685Z
node:wr:joe-horn,nfl:2001:wr:joe-horn,receivingYards,1265,,2001-regular-season,2026-09-03T23:51:26.738Z
node:wr:joe-horn,nfl:2001:wr:joe-horn,receivingTouchdowns,9,,2001-regular-season,2026-09-03T23:51:26.794Z
node:wr:torry-holt,nfl:2001:wr:torry-holt,gamesPlayed,16,,2001-regular-season,2026-09-03T23:51:26.850Z
node:wr:torry-holt,nfl:2001:wr:torry-holt,gamesStarted,14,,2001-regular-season,2026-09-03T23:51:26.906Z
node:wr:torry-holt,nfl:2001:wr:torry-holt,receptions,81,,2001-regular-season,2026-09-03T23:51:26.959Z
node:wr:torry-holt,nfl:2001:wr:torry-holt,receivingYards,1363,,2001-regular-season,2026-09-03T23:51:27.019Z
node:wr:torry-holt,nfl:2001:wr:torry-holt,receivingTouchdowns,7,,2001-regular-season,2026-09-03T23:51:27.073Z
node:te:tony-gonzalez,nfl:2001:te:tony-gonzalez,gamesPlayed,16,,2001-regular-season,2026-09-03T23:51:27.134Z
node:te:tony-gonzalez,nfl:2001:te:tony-gonzalez,gamesStarted,16,,2001-regular-season,2026-09-03T23:51:27.187Z
node:te:tony-gonzalez,nfl:2001:te:tony-gonzalez,receptions,73,,2001-regular-season,2026-09-03T23:51:27.247Z
node:te:tony-gonzalez,nfl:2001:te:tony-gonzalez,receivingYards,917,,2001-regular-season,2026-09-03T23:51:27.301Z
node:te:tony-gonzalez,nfl:2001:te:tony-gonzalez,receivingTouchdowns,6,,2001-regular-season,2026-09-03T23:51:27.358Z
node:te:shannon-sharpe,nfl:2001:te:shannon-sharpe,gamesPlayed,16,,2001-regular-season,2026-09-03T23:51:27.414Z
node:te:shannon-sharpe,nfl:2001:te:shannon-sharpe,receptions,73,,2001-regular-season,2026-09-03T23:51:27.471Z
node:te:shannon-sharpe,nfl:2001:te:shannon-sharpe,receivingYards,811,,2001-regular-season,2026-09-03T23:51:27.529Z
node:te:shannon-sharpe,nfl:2001:te:shannon-sharpe,receivingTouchdowns,2,,2001-regular-season,2026-09-03T23:51:27.583Z
node:te:shannon-sharpe,nfl:2001:te:shannon-sharpe,gamesStarted,,NOT_PUBLICLY_AVAILABLE,,2026-09-03T23:48:39.069Z
node:te:ken-dilger,nfl:2001:te:ken-dilger,gamesPlayed,16,,2001-regular-season,2026-09-03T23:51:27.646Z
node:te:ken-dilger,nfl:2001:te:ken-dilger,gamesStarted,16,,2001-regular-season,2026-09-03T23:51:27.700Z
node:te:ken-dilger,nfl:2001:te:ken-dilger,receptions,32,,2001-regular-season,2026-09-03T23:51:27.760Z
node:te:ken-dilger,nfl:2001:te:ken-dilger,receivingYards,343,,2001-regular-season,2026-09-03T23:51:27.814Z
node:te:ken-dilger,nfl:2001:te:ken-dilger,receivingTouchdowns,1,,2001-regular-season,2026-09-03T23:51:27.874Z
node:te:dwayne-carswell,nfl:2001:te:dwayne-carswell,gamesPlayed,16,,2001-regular-season,2026-09-03T23:51:27.933Z
node:te:dwayne-carswell,nfl:2001:te:dwayne-carswell,gamesStarted,16,,2001-regular-season,2026-09-03T23:51:27.993Z
node:te:dwayne-carswell,nfl:2001:te:dwayne-carswell,receptions,34,,2001-regular-season,2026-09-03T23:51:28.051Z
node:te:dwayne-carswell,nfl:2001:te:dwayne-carswell,receivingYards,299,,2001-regular-season,2026-09-03T23:51:28.112Z
node:te:dwayne-carswell,nfl:2001:te:dwayne-carswell,receivingTouchdowns,4,,2001-regular-season,2026-09-03T23:51:28.171Z
node:te:bubba-franks,nfl:2001:te:bubba-franks,gamesPlayed,16,,2001-regular-season,2026-09-03T23:51:28.236Z
node:te:bubba-franks,nfl:2001:te:bubba-franks,receptions,36,,2001-regular-season,2026-09-03T23:51:28.303Z
node:te:bubba-franks,nfl:2001:te:bubba-franks,receivingYards,322,,2001-regular-season,2026-09-03T23:51:28.362Z
node:te:bubba-franks,nfl:2001:te:bubba-franks,receivingTouchdowns,9,,2001-regular-season,2026-09-03T23:51:28.430Z
node:te:bubba-franks,nfl:2001:te:bubba-franks,gamesStarted,,NOT_PUBLICLY_AVAILABLE,,2026-09-03T23:48:39.154Z
node:te:byron-chamberlain,nfl:2001:te:byron-chamberlain,gamesPlayed,16,,2001-regular-season,2026-09-03T23:51:28.496Z
node:te:byron-chamberlain,nfl:2001:te:byron-chamberlain,receptions,57,,2001-regular-season,2026-09-03T23:51:28.555Z
node:te:byron-chamberlain,nfl:2001:te:byron-chamberlain,receivingYards,666,,2001-regular-season,2026-09-03T23:51:28.611Z
node:te:byron-chamberlain,nfl:2001:te:byron-chamberlain,receivingTouchdowns,3,,2001-regular-season,2026-09-03T23:51:28.670Z
node:te:byron-chamberlain,nfl:2001:te:byron-chamberlain,gamesStarted,,NOT_PUBLICLY_AVAILABLE,,2026-09-03T23:48:39.182Z
node:te:wesley-walls,nfl:2001:te:wesley-walls,gamesPlayed,14,,2001-regular-season,2026-09-03T23:51:28.730Z
node:te:wesley-walls,nfl:2001:te:wesley-walls,receptions,43,,2001-regular-season,2026-09-03T23:51:28.788Z
node:te:wesley-walls,nfl:2001:te:wesley-walls,receivingYards,452,,2001-regular-season,2026-09-03T23:51:28.846Z
node:te:wesley-walls,nfl:2001:te:wesley-walls,receivingTouchdowns,5,,2001-regular-season,2026-09-03T23:51:28.901Z
node:te:wesley-walls,nfl:2001:te:wesley-walls,gamesStarted,,NOT_PUBLICLY_AVAILABLE,,2026-09-03T23:48:39.213Z
